time,max_z,min_z,mean_z,num_points
0.0,0.10670091211795807,0.10060342401266098,0.10393520444631577,1409
0.05,0.10654201358556747,0.10133866965770721,0.10393441468477249,1415
0.1,0.10648331046104431,0.10139554738998413,0.10394782572984695,1404
0.15,0.10654687136411667,0.10097983479499817,0.10396850109100342,1404
0.2,0.10636145621538162,0.10121295601129532,0.10396688431501389,1413
0.25,0.10665453225374222,0.10121211409568787,0.10395772755146027,1416
0.3,0.10663454234600067,0.10130676627159119,0.10397060215473175,1414
0.35,0.10671922564506531,0.10124684870243073,0.10396668314933777,1416
0.4,0.1062634140253067,0.10134518146514893,0.1039598360657692,1405
0.45,0.10710866749286652,0.10109910368919373,0.10397201031446457,1407
0.5,0.10672901570796967,0.10021472722291946,0.10398638248443604,1421
0.55,0.10677480697631836,0.10070731490850449,0.1039721891283989,1412
0.6,0.1068284660577774,0.10065368562936783,0.10397372394800186,1417
0.65,0.10701832175254822,0.10052566230297089,0.10397172719240189,1415
0.7,0.10724008828401566,0.10018061846494675,0.10396093130111694,1422
0.75,0.10746534913778305,0.09938988089561462,0.10394260287284851,1425
0.8,0.10864569991827011,0.09916399419307709,0.10394593328237534,1419
0.85,0.11041688174009323,0.09826530516147614,0.10392380505800247,1435
0.9,0.1096353754401207,0.09826098382472992,0.1039176732301712,1434
0.95,0.1109297126531601,0.09799774736166,0.10393231362104416,1445
1.0,0.11140312999486923,0.09692254662513733,0.10404883325099945,1440
1.05,0.11287780106067657,0.09641872346401215,0.10407677292823792,1433
1.1,0.11336418986320496,0.09572970867156982,0.10406374931335449,1434
1.15,0.11404496431350708,0.09519241750240326,0.10409858822822571,1433
1.2,0.11449547111988068,0.09331165999174118,0.10403192788362503,1448
1.25,0.11770892143249512,0.0930953174829483,0.1040402203798294,1432
1.3,0.12023860961198807,0.0909256711602211,0.10403934121131897,1428
1.35,0.11987105011940002,0.09088060259819031,0.10398823022842407,1471
1.4,0.12105291336774826,0.09025835245847702,0.1038290336728096,1464
1.45,0.12179441750049591,0.08837015181779861,0.10404196381568909,1485
1.5,0.12315939366817474,0.08751711994409561,0.10399090498685837,1469
1.55,0.1247006207704544,0.08711342513561249,0.10403335094451904,1491
1.6,0.1281508058309555,0.08475272357463837,0.1042366698384285,1483
1.65,0.12875352799892426,0.08409611135721207,0.1043480709195137,1498
1.7,0.13052839040756226,0.08342207968235016,0.10414943844079971,1497
1.75,0.13107793033123016,0.08234452456235886,0.10389783978462219,1499
