time,theta,zeta_wall
0.0,-3.0925052683774528,0.004149999935179949
0.0,-2.994330497952771,0.004149999935179949
0.0,-2.8961557275280905,0.004149999935179949
0.0,-2.7979809571034098,0.004149999935179949
0.0,-2.699806186678728,0.004149999935179949
0.0,-2.6016314162540475,0.004149999935179949
0.0,-2.5034566458293668,0.004149999935179949
0.0,-2.405281875404685,0.004149999935179949
0.0,-2.3071071049800045,0.004149999935179949
0.0,-2.208932334555323,0.004149999935179949
0.0,-2.110757564130642,0.004149999935179949
0.0,-2.0125827937059615,0.004149999935179949
0.0,-1.9144080232812801,0.004149999935179949
0.0,-1.8162332528565992,0.004149999935179949
0.0,-1.718058482431918,0.004149999935179949
0.0,-1.6198837120072371,0.004149999935179949
0.0,-1.521708941582556,0.004149999935179949
0.0,-1.423534171157875,0.004149999935179949
0.0,-1.325359400733194,0.004149999935179949
0.0,-1.227184630308513,0.004149999935179949
0.0,-1.1290098598838318,0.004149999935179949
0.0,-1.030835089459151,0.004149999935179949
0.0,-0.93266031903447,0.004149999935179949
0.0,-0.8344855486097889,0.004149999935179949
0.0,-0.7363107781851077,0.004149999935179949
0.0,-0.6381360077604266,0.004149999935179949
0.0,-0.5399612373357456,0.004149999935179949
0.0,-0.4417864669110647,0.004149999935179949
0.0,-0.34361169648638357,0.004149999935179949
0.0,-0.24543692606170264,0.004149999935179949
0.0,-0.14726215563702172,0.004149999935179949
0.0,-0.04908738521234057,0.004149999935179949
0.0,0.04908738521234057,0.004149999935179949
0.0,0.14726215563702172,0.004149999935179949
0.0,0.24543692606170264,0.004149999935179949
0.0,0.34361169648638357,0.004149999935179949
0.0,0.4417864669110647,0.004149999935179949
0.0,0.5399612373357456,0.004149999935179949
0.0,0.6381360077604266,0.004149999935179949
0.0,0.7363107781851077,0.004149999935179949
0.0,0.8344855486097886,0.004149999935179949
0.0,0.9326603190344698,0.004149999935179949
0.0,1.030835089459151,0.004149999935179949
0.0,1.1290098598838316,0.004149999935179949
0.0,1.2271846303085128,0.004149999935179949
0.0,1.325359400733194,0.004149999935179949
0.0,1.423534171157875,0.004149999935179949
0.0,1.5217089415825562,0.004149999935179949
0.0,1.619883712007237,0.004149999935179949
0.0,1.718058482431918,0.004149999935179949
0.0,1.8162332528565992,0.004149999935179949
0.0,1.9144080232812803,0.004149999935179949
0.0,2.0125827937059615,0.004149999935179949
0.0,2.110757564130642,0.004149999935179949
0.0,2.2089323345553233,0.004149999935179949
0.0,2.3071071049800045,0.004149999935179949
0.0,2.405281875404685,0.004149999935179949
0.0,2.5034566458293663,0.004149999935179949
0.0,2.6016314162540475,0.004149999935179949
0.0,2.699806186678728,0.004149999935179949
0.0,2.7979809571034093,0.004149999935179949
0.0,2.8961557275280905,0.004149999935179949
0.0,2.9943304979527716,0.004149999935179949
0.0,3.0925052683774528,0.004149999935179949
0.25,-3.0925052683774528,0.004150784108787775
0.25,-2.994330497952771,0.004149641375988722
0.25,-2.8961557275280905,0.0041494593024253845
0.25,-2.7979809571034098,0.004150142893195152
0.25,-2.699806186678728,0.004150383174419403
0.25,-2.6016314162540475,0.004149961285293102
0.25,-2.5034566458293668,0.00414875615388155
0.25,-2.405281875404685,0.004147314466536045
0.25,-2.3071071049800045,0.00414683111011982
0.25,-2.208932334555323,0.004145859740674496
0.25,-2.110757564130642,0.0041454690508544445
0.25,-2.0125827937059615,0.004146191291511059
0.25,-1.9144080232812801,0.004147885832935572
0.25,-1.8162332528565992,0.004145716316998005
0.25,-1.718058482431918,0.0041436729952692986
0.25,-1.6198837120072371,0.0041435398161411285
0.25,-1.521708941582556,0.004142269026488066
0.25,-1.423534171157875,0.004146214108914137
0.25,1.423534171157875,0.00415470264852047
0.25,1.5217089415825562,0.004156278446316719
0.25,1.619883712007237,0.0041558751836419106
0.25,1.718058482431918,0.004156920127570629
0.25,1.8162332528565992,0.004157889634370804
0.25,1.9144080232812803,0.004159480333328247
0.25,2.0125827937059615,0.004159526899456978
0.25,2.110757564130642,0.004159244243055582
0.25,2.2089323345553233,0.004158261232078075
0.25,2.3071071049800045,0.004156133159995079
0.25,2.405281875404685,0.004155893810093403
0.25,2.5034566458293663,0.004154869355261326
0.25,2.6016314162540475,0.004155016504228115
0.25,2.699806186678728,0.00415438786149025
0.25,2.7979809571034093,0.0041530802845954895
0.25,2.8961557275280905,0.004152688197791576
0.25,2.9943304979527716,0.004152566194534302
0.25,3.0925052683774528,0.004152669571340084
0.5,-1.423534171157875,0.0041518365032970905
0.5,-1.325359400733194,0.0041619171388447285
0.5,-1.227184630308513,0.004162996541708708
0.5,-1.1290098598838318,0.004165923688560724
0.5,-1.030835089459151,0.004164102487266064
0.5,-0.93266031903447,0.004163984674960375
0.5,-0.8344855486097889,0.004165187943726778
0.5,-0.7363107781851077,0.004165340214967728
0.5,-0.6381360077604266,0.004163744859397411
0.5,-0.5399612373357456,0.004164877813309431
0.5,-0.4417864669110647,0.004164773039519787
0.5,-0.34361169648638357,0.004166228696703911
0.5,-0.24543692606170264,0.00416659377515316
0.5,-0.14726215563702172,0.004166408907622099
0.5,-0.04908738521234057,0.0041679334826767445
0.5,0.04908738521234057,0.0041662342846393585
0.5,0.14726215563702172,0.004162517376244068
0.5,0.24543692606170264,0.0041608652099967
0.5,0.34361169648638357,0.004158908501267433
0.5,0.4417864669110647,0.004156379494816065
0.5,0.5399612373357456,0.004155015107244253
0.5,0.6381360077604266,0.004152876790612936
0.5,0.7363107781851077,0.004151247441768646
0.5,0.8344855486097886,0.004149559885263443
0.5,0.9326603190344698,0.004146134946495295
0.5,1.030835089459151,0.004142520017921925
0.5,1.1290098598838316,0.004137364681810141
0.5,1.2271846303085128,0.00413455069065094
0.5,1.325359400733194,0.004133178386837244
0.5,1.423534171157875,0.004135094117373228
0.75,-3.0925052683774528,0.004178816452622414
0.75,-2.994330497952771,0.004174873698502779
0.75,-2.8961557275280905,0.004172670189291239
0.75,-2.7979809571034098,0.004168262705206871
0.75,-2.699806186678728,0.004164333920925856
0.75,-2.6016314162540475,0.004161572549492121
0.75,-2.5034566458293668,0.004159760661423206
0.75,-2.405281875404685,0.004153240937739611
0.75,-2.3071071049800045,0.004149282816797495
0.75,-2.208932334555323,0.004142537713050842
0.75,-2.110757564130642,0.004137963056564331
0.75,-2.0125827937059615,0.0041339583694934845
0.75,-1.9144080232812801,0.004132215864956379
0.75,1.9144080232812803,0.004145035985857248
0.75,2.0125827937059615,0.004149788059294224
0.75,2.110757564130642,0.004153137095272541
0.75,2.2089323345553233,0.00415833992883563
0.75,2.3071071049800045,0.0041633713990449905
0.75,2.405281875404685,0.00416536396369338
0.75,2.5034566458293663,0.004169791471213102
0.75,2.6016314162540475,0.0041726017370820045
0.75,2.699806186678728,0.004174439702183008
0.75,2.7979809571034093,0.00417745765298605
0.75,2.8961557275280905,0.004179548006504774
0.75,2.9943304979527716,0.0041793761774897575
0.75,3.0925052683774528,0.004181576892733574
1.0,-1.227184630308513,0.004136932082474232
1.0,-1.1290098598838318,0.004142517223954201
1.0,-1.030835089459151,0.004146668128669262
1.0,-0.93266031903447,0.004150968044996262
1.0,-0.8344855486097889,0.004156679846346378
1.0,-0.7363107781851077,0.004160374402999878
1.0,-0.6381360077604266,0.004168038256466389
1.0,-0.5399612373357456,0.004168445244431496
1.0,-0.4417864669110647,0.004172875080257654
1.0,-0.34361169648638357,0.004178694915026426
1.0,-0.24543692606170264,0.004180338699370623
1.0,-0.14726215563702172,0.004183189477771521
1.0,-0.04908738521234057,0.004189453087747097
